0,0,0,drone
43,0,39,red
9,0,11,red
37,0,15,red
-30,0,20,red
-29,0,46,red
30,0,-48,red
-7,0,-31,red
-23,0,-19,red
-26,0,3,red
-1,0,-47,red
39,0,35,red
29,0,-11,red
8,0,-13,red
-14,0,20,red
49,0,-44,red
-23,0,-16,red
16,0,-35,red
7,0,23,red
41,0,18,red
12,0,-8,red
-10,0,24,red
-16,0,-16,red
-39,0,2,red
-1,0,-5,red
-30,0,-16,red
50,0,33,red
14,0,-8,red
2,0,35,red
35,0,-46,red
-32,0,-38,red
-3,0,43,red
-27,0,14,red
-4,0,11,red
-18,0,24,red
10,0,-44,red
36,0,-20,red
23,0,-43,red
-40,0,-41,red
39,0,-26,red
11,0,-3,red
-13,0,-44,red
36,0,18,red
3,0,-37,red
38,0,-6,red
43,0,-27,red
23,0,38,red
-15,0,-45,red
2,0,-11,red
-4,0,-1,red
28,0,-26,red
-22,0,-38,red
50,0,-40,red
-18,0,-17,red
-21,0,35,red
16,0,-36,red
42,0,9,red
-46,0,-43,red
34,0,-25,red
37,0,-39,red
37,0,-2,red
15,0,-31,red
-33,0,4,red
49,0,-31,red
-9,0,13,red
13,0,11,red
-8,0,-11,red
-35,0,12,red
40,0,31,red
49,0,10,red
-29,0,-21,red
-43,0,23,red
39,0,-30,red
0,0,30,red
-6,0,-40,red
41,0,-12,red
-50,0,25,blue
-32,0,12,blue
-22,0,-23,blue
29,0,25,blue
10,0,-36,blue
49,0,-49,blue
6,0,32,blue
-47,0,33,blue
-13,0,27,blue
-24,0,-47,blue
46,0,-49,blue
-41,0,15,blue
40,0,-30,blue
-35,0,-8,blue
43,0,-14,blue
6,0,8,blue
19,0,-4,blue
-16,0,40,blue
-28,0,-22,blue
-30,0,-6,blue
38,0,4,blue
37,0,-12,blue
15,0,42,blue
-5,0,-46,blue
-45,0,14,blue
-26,0,4,blue
41,0,-39,blue
-8,0,2,blue
-14,0,42,blue
2,0,39,blue
50,0,6,blue
1,0,-43,blue
50,0,-29,blue
20,0,23,blue
30,0,-29,blue
-21,0,-49,blue
46,0,30,blue
6,0,39,blue
-30,0,-7,blue
30,0,46,blue
