0,0,0,drone
-37,0,50,red
48,0,-41,red
-35,0,-40,red
11,0,-35,red
-15,0,29,red
-50,0,-48,red
-42,0,3,red
27,0,-46,red
-27,0,42,red
-13,0,-32,red
12,0,24,blue
-50,0,-2,blue
22,0,-49,blue
7,0,1,blue
-48,0,44,blue
50,0,29,blue
-29,0,15,blue
4,0,-43,blue
25,0,24,blue
25,0,44,blue
-42,0,-7,green
31,0,19,green
2,0,17,green
6,0,-41,green
43,0,-14,green
38,0,42,green
-39,0,-37,green
12,0,-44,green
10,0,-46,green
-8,0,30,green
-32,0,19,green
-22,0,-43,green
-25,0,-10,green
-31,0,41,green
6,0,-49,green
-28,0,-1,yellow
6,0,16,yellow
-28,0,25,yellow
-14,0,-23,yellow
2,0,-37,yellow
-15,0,-6,yellow
-48,0,-41,yellow
-25,0,39,yellow
41,0,15,yellow
36,0,-24,yellow
3,0,37,yellow
-33,0,-19,yellow
38,0,-44,yellow
3,0,-16,yellow
33,0,-31,yellow
